<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;23.10.2018;11:07:00;110680.0000000;110730.0000000;110630.0000000;110690.0000000;807
SPFB.RTS-12.18;1;23.10.2018;11:08:00;110700.0000000;110850.0000000;110700.0000000;110840.0000000;1277
SPFB.RTS-12.18;1;23.10.2018;11:09:00;110850.0000000;110890.0000000;110780.0000000;110810.0000000;1393
SPFB.RTS-12.18;1;23.10.2018;11:10:00;110800.0000000;110840.0000000;110750.0000000;110800.0000000;279
SPFB.RTS-12.18;1;23.10.2018;11:11:00;110790.0000000;110800.0000000;110760.0000000;110790.0000000;548
SPFB.RTS-12.18;1;23.10.2018;11:12:00;110790.0000000;110870.0000000;110720.0000000;110830.0000000;559
SPFB.RTS-12.18;1;23.10.2018;11:13:00;110850.0000000;110850.0000000;110780.0000000;110800.0000000;305
SPFB.RTS-12.18;1;23.10.2018;11:14:00;110790.0000000;110800.0000000;110660.0000000;110680.0000000;766
SPFB.RTS-12.18;1;23.10.2018;11:15:00;110680.0000000;110710.0000000;110650.0000000;110680.0000000;536
SPFB.RTS-12.18;1;23.10.2018;11:16:00;110680.0000000;110720.0000000;110590.0000000;110640.0000000;1845
SPFB.RTS-12.18;1;23.10.2018;11:17:00;110640.0000000;110680.0000000;110610.0000000;110650.0000000;347
SPFB.RTS-12.18;1;23.10.2018;11:18:00;110640.0000000;110660.0000000;110580.0000000;110620.0000000;644
SPFB.RTS-12.18;1;23.10.2018;11:19:00;110620.0000000;110620.0000000;110560.0000000;110570.0000000;938
SPFB.RTS-12.18;1;23.10.2018;11:20:00;110570.0000000;110610.0000000;110410.0000000;110430.0000000;3569
SPFB.RTS-12.18;1;23.10.2018;11:21:00;110430.0000000;110560.0000000;110380.0000000;110560.0000000;2714
SPFB.RTS-12.18;1;23.10.2018;11:22:00;110540.0000000;110670.0000000;110540.0000000;110600.0000000;1908
SPFB.RTS-12.18;1;23.10.2018;11:23:00;110600.0000000;110670.0000000;110580.0000000;110670.0000000;1112
SPFB.RTS-12.18;1;23.10.2018;11:24:00;110660.0000000;110670.0000000;110590.0000000;110640.0000000;647
SPFB.RTS-12.18;1;23.10.2018;11:25:00;110660.0000000;110710.0000000;110600.0000000;110680.0000000;1007
SPFB.RTS-12.18;1;23.10.2018;11:26:00;110680.0000000;110690.0000000;110590.0000000;110600.0000000;584
SPFB.RTS-12.18;1;23.10.2018;11:27:00;110590.0000000;110630.0000000;110560.0000000;110600.0000000;485
SPFB.RTS-12.18;1;23.10.2018;11:28:00;110600.0000000;110610.0000000;110390.0000000;110410.0000000;1149
SPFB.RTS-12.18;1;23.10.2018;11:29:00;110400.0000000;110490.0000000;110390.0000000;110450.0000000;807
SPFB.RTS-12.18;1;23.10.2018;11:30:00;110460.0000000;110480.0000000;110380.0000000;110400.0000000;861
SPFB.RTS-12.18;1;23.10.2018;11:31:00;110400.0000000;110480.0000000;110280.0000000;110470.0000000;2846
SPFB.RTS-12.18;1;23.10.2018;11:32:00;110470.0000000;110470.0000000;110410.0000000;110440.0000000;565
SPFB.RTS-12.18;1;23.10.2018;11:33:00;110440.0000000;110550.0000000;110420.0000000;110540.0000000;1141
SPFB.RTS-12.18;1;23.10.2018;11:34:00;110550.0000000;110700.0000000;110530.0000000;110650.0000000;1674
SPFB.RTS-12.18;1;23.10.2018;11:35:00;110660.0000000;110700.0000000;110630.0000000;110680.0000000;1283
SPFB.RTS-12.18;1;23.10.2018;11:36:00;110680.0000000;110690.0000000;110570.0000000;110690.0000000;993
SPFB.RTS-12.18;1;23.10.2018;11:37:00;110680.0000000;110680.0000000;110620.0000000;110650.0000000;426
SPFB.RTS-12.18;1;23.10.2018;11:38:00;110640.0000000;110690.0000000;110570.0000000;110600.0000000;565
SPFB.RTS-12.18;1;23.10.2018;11:39:00;110620.0000000;110650.0000000;110600.0000000;110630.0000000;427
SPFB.RTS-12.18;1;23.10.2018;11:40:00;110640.0000000;110650.0000000;110560.0000000;110570.0000000;560
SPFB.RTS-12.18;1;23.10.2018;11:41:00;110570.0000000;110650.0000000;110560.0000000;110640.0000000;311
SPFB.RTS-12.18;1;23.10.2018;11:42:00;110660.0000000;110690.0000000;110600.0000000;110620.0000000;511
SPFB.RTS-12.18;1;23.10.2018;11:43:00;110630.0000000;110790.0000000;110580.0000000;110730.0000000;1399
SPFB.RTS-12.18;1;23.10.2018;11:44:00;110720.0000000;110780.0000000;110700.0000000;110770.0000000;382
SPFB.RTS-12.18;1;23.10.2018;11:45:00;110770.0000000;110860.0000000;110720.0000000;110840.0000000;1623
SPFB.RTS-12.18;1;23.10.2018;11:46:00;110850.0000000;110890.0000000;110800.0000000;110820.0000000;970
SPFB.RTS-12.18;1;23.10.2018;11:47:00;110820.0000000;110840.0000000;110730.0000000;110730.0000000;593
SPFB.RTS-12.18;1;23.10.2018;11:48:00;110730.0000000;110760.0000000;110710.0000000;110710.0000000;606
SPFB.RTS-12.18;1;23.10.2018;11:49:00;110710.0000000;110790.0000000;110710.0000000;110770.0000000;840
SPFB.RTS-12.18;1;23.10.2018;11:50:00;110770.0000000;110800.0000000;110720.0000000;110720.0000000;731
SPFB.RTS-12.18;1;23.10.2018;11:51:00;110730.0000000;110770.0000000;110710.0000000;110720.0000000;632
SPFB.RTS-12.18;1;23.10.2018;11:52:00;110720.0000000;110760.0000000;110700.0000000;110700.0000000;534
SPFB.RTS-12.18;1;23.10.2018;11:53:00;110700.0000000;110740.0000000;110700.0000000;110730.0000000;420
SPFB.RTS-12.18;1;23.10.2018;11:54:00;110730.0000000;110800.0000000;110710.0000000;110780.0000000;630
SPFB.RTS-12.18;1;23.10.2018;11:55:00;110770.0000000;110790.0000000;110740.0000000;110740.0000000;67
SPFB.RTS-12.18;1;23.10.2018;11:56:00;110740.0000000;110750.0000000;110670.0000000;110730.0000000;324
SPFB.RTS-12.18;1;23.10.2018;11:57:00;110720.0000000;110740.0000000;110690.0000000;110710.0000000;391
SPFB.RTS-12.18;1;23.10.2018;11:58:00;110710.0000000;110720.0000000;110650.0000000;110660.0000000;467
SPFB.RTS-12.18;1;23.10.2018;11:59:00;110660.0000000;110710.0000000;110650.0000000;110670.0000000;320
SPFB.RTS-12.18;1;23.10.2018;12:00:00;110670.0000000;110680.0000000;110600.0000000;110610.0000000;580
SPFB.RTS-12.18;1;23.10.2018;12:01:00;110600.0000000;110660.0000000;110590.0000000;110600.0000000;913
SPFB.RTS-12.18;1;23.10.2018;12:02:00;110610.0000000;110630.0000000;110540.0000000;110580.0000000;905
SPFB.RTS-12.18;1;23.10.2018;12:03:00;110580.0000000;110580.0000000;110520.0000000;110540.0000000;456
SPFB.RTS-12.18;1;23.10.2018;12:04:00;110550.0000000;110560.0000000;110440.0000000;110450.0000000;702
SPFB.RTS-12.18;1;23.10.2018;12:05:00;110450.0000000;110500.0000000;110410.0000000;110500.0000000;855
SPFB.RTS-12.18;1;23.10.2018;12:06:00;110500.0000000;110510.0000000;110430.0000000;110470.0000000;1024
SPFB.RTS-12.18;1;23.10.2018;12:07:00;110470.0000000;110510.0000000;110460.0000000;110470.0000000;729
SPFB.RTS-12.18;1;23.10.2018;12:08:00;110470.0000000;110510.0000000;110450.0000000;110510.0000000;609
SPFB.RTS-12.18;1;23.10.2018;12:09:00;110510.0000000;110600.0000000;110510.0000000;110580.0000000;918
SPFB.RTS-12.18;1;23.10.2018;12:10:00;110580.0000000;110600.0000000;110500.0000000;110520.0000000;542
SPFB.RTS-12.18;1;23.10.2018;12:11:00;110520.0000000;110590.0000000;110500.0000000;110580.0000000;415
SPFB.RTS-12.18;1;23.10.2018;12:12:00;110580.0000000;110630.0000000;110570.0000000;110590.0000000;665
SPFB.RTS-12.18;1;23.10.2018;12:13:00;110590.0000000;110670.0000000;110580.0000000;110610.0000000;633
SPFB.RTS-12.18;1;23.10.2018;12:14:00;110610.0000000;110660.0000000;110570.0000000;110600.0000000;537
SPFB.RTS-12.18;1;23.10.2018;12:15:00;110600.0000000;110640.0000000;110560.0000000;110630.0000000;463
SPFB.RTS-12.18;1;23.10.2018;12:16:00;110610.0000000;110630.0000000;110500.0000000;110520.0000000;675
SPFB.RTS-12.18;1;23.10.2018;12:17:00;110510.0000000;110550.0000000;110500.0000000;110510.0000000;418
SPFB.RTS-12.18;1;23.10.2018;12:18:00;110500.0000000;110530.0000000;110360.0000000;110390.0000000;1706
SPFB.RTS-12.18;1;23.10.2018;12:19:00;110400.0000000;110460.0000000;110390.0000000;110390.0000000;750
SPFB.RTS-12.18;1;23.10.2018;12:20:00;110400.0000000;110450.0000000;110330.0000000;110340.0000000;799
SPFB.RTS-12.18;1;23.10.2018;12:21:00;110340.0000000;110440.0000000;110310.0000000;110440.0000000;743
SPFB.RTS-12.18;1;23.10.2018;12:22:00;110450.0000000;110650.0000000;110450.0000000;110640.0000000;1461
SPFB.RTS-12.18;1;23.10.2018;12:23:00;110650.0000000;110680.0000000;110620.0000000;110630.0000000;1206
SPFB.RTS-12.18;1;23.10.2018;12:24:00;110620.0000000;110660.0000000;110590.0000000;110590.0000000;1735
SPFB.RTS-12.18;1;23.10.2018;12:25:00;110590.0000000;110600.0000000;110510.0000000;110510.0000000;967
SPFB.RTS-12.18;1;23.10.2018;12:26:00;110520.0000000;110530.0000000;110410.0000000;110430.0000000;1465
SPFB.RTS-12.18;1;23.10.2018;12:27:00;110440.0000000;110440.0000000;110220.0000000;110260.0000000;3173
SPFB.RTS-12.18;1;23.10.2018;12:28:00;110270.0000000;110350.0000000;110250.0000000;110330.0000000;1361
SPFB.RTS-12.18;1;23.10.2018;12:29:00;110330.0000000;110380.0000000;110230.0000000;110310.0000000;621
SPFB.RTS-12.18;1;23.10.2018;12:30:00;110280.0000000;110300.0000000;110130.0000000;110140.0000000;2368
SPFB.RTS-12.18;1;23.10.2018;12:31:00;110140.0000000;110250.0000000;110110.0000000;110230.0000000;1541
SPFB.RTS-12.18;1;23.10.2018;12:32:00;110220.0000000;110230.0000000;110160.0000000;110180.0000000;494
SPFB.RTS-12.18;1;23.10.2018;12:33:00;110180.0000000;110230.0000000;110150.0000000;110160.0000000;337
SPFB.RTS-12.18;1;23.10.2018;12:34:00;110160.0000000;110220.0000000;110150.0000000;110210.0000000;603
SPFB.RTS-12.18;1;23.10.2018;12:35:00;110200.0000000;110230.0000000;110180.0000000;110230.0000000;368
SPFB.RTS-12.18;1;23.10.2018;12:36:00;110230.0000000;110230.0000000;110180.0000000;110200.0000000;209
SPFB.RTS-12.18;1;23.10.2018;12:37:00;110180.0000000;110200.0000000;110120.0000000;110140.0000000;507
SPFB.RTS-12.18;1;23.10.2018;12:38:00;110130.0000000;110180.0000000;110130.0000000;110150.0000000;397
SPFB.RTS-12.18;1;23.10.2018;12:39:00;110160.0000000;110310.0000000;110150.0000000;110290.0000000;1208
SPFB.RTS-12.18;1;23.10.2018;12:40:00;110310.0000000;110380.0000000;110300.0000000;110350.0000000;1051
SPFB.RTS-12.18;1;23.10.2018;12:41:00;110340.0000000;110340.0000000;110270.0000000;110300.0000000;362
SPFB.RTS-12.18;1;23.10.2018;12:42:00;110300.0000000;110310.0000000;110250.0000000;110260.0000000;290
SPFB.RTS-12.18;1;23.10.2018;12:43:00;110250.0000000;110300.0000000;110250.0000000;110260.0000000;230
SPFB.RTS-12.18;1;23.10.2018;12:44:00;110270.0000000;110340.0000000;110260.0000000;110280.0000000;231
SPFB.RTS-12.18;1;23.10.2018;12:45:00;110280.0000000;110290.0000000;110190.0000000;110290.0000000;474
SPFB.RTS-12.18;1;23.10.2018;12:46:00;110280.0000000;110320.0000000;110260.0000000;110270.0000000;318
SPFB.RTS-12.18;1;23.10.2018;12:47:00;110270.0000000;110340.0000000;110270.0000000;110330.0000000;210
SPFB.RTS-12.18;1;23.10.2018;12:48:00;110320.0000000;110350.0000000;110280.0000000;110350.0000000;158
SPFB.RTS-12.18;1;23.10.2018;12:49:00;110350.0000000;110380.0000000;110320.0000000;110340.0000000;251
SPFB.RTS-12.18;1;23.10.2018;12:50:00;110340.0000000;110390.0000000;110320.0000000;110390.0000000;184
SPFB.RTS-12.18;1;23.10.2018;12:51:00;110390.0000000;110470.0000000;110300.0000000;110460.0000000;1597
SPFB.RTS-12.18;1;23.10.2018;12:52:00;110460.0000000;110480.0000000;110410.0000000;110430.0000000;456
SPFB.RTS-12.18;1;23.10.2018;12:53:00;110430.0000000;110510.0000000;110430.0000000;110510.0000000;662
SPFB.RTS-12.18;1;23.10.2018;12:54:00;110510.0000000;110520.0000000;110440.0000000;110440.0000000;454
SPFB.RTS-12.18;1;23.10.2018;12:55:00;110440.0000000;110470.0000000;110430.0000000;110470.0000000;402
SPFB.RTS-12.18;1;23.10.2018;12:56:00;110480.0000000;110490.0000000;110430.0000000;110490.0000000;413
SPFB.RTS-12.18;1;23.10.2018;12:57:00;110490.0000000;110560.0000000;110450.0000000;110480.0000000;820
SPFB.RTS-12.18;1;23.10.2018;12:58:00;110470.0000000;110500.0000000;110400.0000000;110410.0000000;570
SPFB.RTS-12.18;1;23.10.2018;12:59:00;110400.0000000;110510.0000000;110400.0000000;110500.0000000;399
SPFB.RTS-12.18;1;23.10.2018;13:00:00;110500.0000000;110600.0000000;110500.0000000;110560.0000000;750
SPFB.RTS-12.18;1;23.10.2018;13:01:00;110560.0000000;110630.0000000;110550.0000000;110580.0000000;1266
SPFB.RTS-12.18;1;23.10.2018;13:02:00;110580.0000000;110620.0000000;110550.0000000;110550.0000000;630
SPFB.RTS-12.18;1;23.10.2018;13:03:00;110550.0000000;110550.0000000;110470.0000000;110530.0000000;698
SPFB.RTS-12.18;1;23.10.2018;13:04:00;110520.0000000;110530.0000000;110450.0000000;110470.0000000;690
SPFB.RTS-12.18;1;23.10.2018;13:05:00;110480.0000000;110550.0000000;110470.0000000;110520.0000000;466
SPFB.RTS-12.18;1;23.10.2018;13:06:00;110540.0000000;110570.0000000;110520.0000000;110570.0000000;134
SPFB.RTS-12.18;1;23.10.2018;13:07:00;110560.0000000;110610.0000000;110460.0000000;110490.0000000;770
SPFB.RTS-12.18;1;23.10.2018;13:08:00;110490.0000000;110520.0000000;110400.0000000;110420.0000000;737
SPFB.RTS-12.18;1;23.10.2018;13:09:00;110430.0000000;110530.0000000;110410.0000000;110530.0000000;347
SPFB.RTS-12.18;1;23.10.2018;13:10:00;110530.0000000;110580.0000000;110530.0000000;110570.0000000;235
SPFB.RTS-12.18;1;23.10.2018;13:11:00;110570.0000000;110710.0000000;110560.0000000;110660.0000000;1550
SPFB.RTS-12.18;1;23.10.2018;13:12:00;110660.0000000;110700.0000000;110620.0000000;110630.0000000;587
SPFB.RTS-12.18;1;23.10.2018;13:13:00;110640.0000000;110660.0000000;110620.0000000;110630.0000000;401
SPFB.RTS-12.18;1;23.10.2018;13:14:00;110620.0000000;110640.0000000;110580.0000000;110620.0000000;546
SPFB.RTS-12.18;1;23.10.2018;13:15:00;110610.0000000;110720.0000000;110600.0000000;110690.0000000;533
SPFB.RTS-12.18;1;23.10.2018;13:16:00;110680.0000000;110780.0000000;110670.0000000;110720.0000000;1018
SPFB.RTS-12.18;1;23.10.2018;13:17:00;110730.0000000;110760.0000000;110680.0000000;110700.0000000;444
SPFB.RTS-12.18;1;23.10.2018;13:18:00;110690.0000000;110740.0000000;110670.0000000;110730.0000000;311
SPFB.RTS-12.18;1;23.10.2018;13:19:00;110720.0000000;110760.0000000;110670.0000000;110730.0000000;596
SPFB.RTS-12.18;1;23.10.2018;13:20:00;110730.0000000;110820.0000000;110720.0000000;110790.0000000;572
SPFB.RTS-12.18;1;23.10.2018;13:21:00;110800.0000000;110830.0000000;110780.0000000;110790.0000000;695
SPFB.RTS-12.18;1;23.10.2018;13:22:00;110790.0000000;110850.0000000;110780.0000000;110830.0000000;1321
SPFB.RTS-12.18;1;23.10.2018;13:23:00;110820.0000000;110940.0000000;110810.0000000;110900.0000000;1820
SPFB.RTS-12.18;1;23.10.2018;13:24:00;110890.0000000;110940.0000000;110880.0000000;110910.0000000;605
SPFB.RTS-12.18;1;23.10.2018;13:25:00;110910.0000000;110910.0000000;110830.0000000;110850.0000000;504
SPFB.RTS-12.18;1;23.10.2018;13:26:00;110850.0000000;110860.0000000;110800.0000000;110800.0000000;510
SPFB.RTS-12.18;1;23.10.2018;13:27:00;110800.0000000;110820.0000000;110750.0000000;110770.0000000;415
SPFB.RTS-12.18;1;23.10.2018;13:28:00;110760.0000000;110790.0000000;110660.0000000;110720.0000000;1294
SPFB.RTS-12.18;1;23.10.2018;13:29:00;110720.0000000;110790.0000000;110710.0000000;110770.0000000;355
SPFB.RTS-12.18;1;23.10.2018;13:30:00;110760.0000000;110810.0000000;110730.0000000;110760.0000000;226
SPFB.RTS-12.18;1;23.10.2018;13:31:00;110760.0000000;110810.0000000;110620.0000000;110670.0000000;956
SPFB.RTS-12.18;1;23.10.2018;13:32:00;110660.0000000;110680.0000000;110600.0000000;110650.0000000;757
SPFB.RTS-12.18;1;23.10.2018;13:33:00;110650.0000000;110660.0000000;110600.0000000;110650.0000000;273
SPFB.RTS-12.18;1;23.10.2018;13:34:00;110650.0000000;110670.0000000;110550.0000000;110560.0000000;745
SPFB.RTS-12.18;1;23.10.2018;13:35:00;110560.0000000;110580.0000000;110510.0000000;110570.0000000;983
SPFB.RTS-12.18;1;23.10.2018;13:36:00;110570.0000000;110650.0000000;110570.0000000;110620.0000000;504
SPFB.RTS-12.18;1;23.10.2018;13:37:00;110620.0000000;110620.0000000;110560.0000000;110620.0000000;432
SPFB.RTS-12.18;1;23.10.2018;13:38:00;110630.0000000;110700.0000000;110600.0000000;110700.0000000;675
SPFB.RTS-12.18;1;23.10.2018;13:39:00;110690.0000000;110710.0000000;110630.0000000;110660.0000000;397
SPFB.RTS-12.18;1;23.10.2018;13:40:00;110660.0000000;110690.0000000;110660.0000000;110670.0000000;229
SPFB.RTS-12.18;1;23.10.2018;13:41:00;110680.0000000;110700.0000000;110610.0000000;110640.0000000;440
SPFB.RTS-12.18;1;23.10.2018;13:42:00;110650.0000000;110650.0000000;110620.0000000;110630.0000000;216
SPFB.RTS-12.18;1;23.10.2018;13:43:00;110620.0000000;110640.0000000;110590.0000000;110640.0000000;454
SPFB.RTS-12.18;1;23.10.2018;13:44:00;110630.0000000;110740.0000000;110630.0000000;110700.0000000;415
SPFB.RTS-12.18;1;23.10.2018;13:45:00;110700.0000000;110720.0000000;110660.0000000;110670.0000000;87
SPFB.RTS-12.18;1;23.10.2018;13:46:00;110660.0000000;110710.0000000;110620.0000000;110690.0000000;325
SPFB.RTS-12.18;1;23.10.2018;13:47:00;110690.0000000;110700.0000000;110670.0000000;110670.0000000;104
SPFB.RTS-12.18;1;23.10.2018;13:48:00;110660.0000000;110690.0000000;110660.0000000;110660.0000000;88
SPFB.RTS-12.18;1;23.10.2018;13:49:00;110650.0000000;110690.0000000;110560.0000000;110560.0000000;538
SPFB.RTS-12.18;1;23.10.2018;13:50:00;110560.0000000;110620.0000000;110560.0000000;110600.0000000;208
SPFB.RTS-12.18;1;23.10.2018;13:51:00;110600.0000000;110670.0000000;110590.0000000;110630.0000000;154
SPFB.RTS-12.18;1;23.10.2018;13:52:00;110630.0000000;110690.0000000;110550.0000000;110630.0000000;849
SPFB.RTS-12.18;1;23.10.2018;13:53:00;110630.0000000;110690.0000000;110580.0000000;110650.0000000;612
SPFB.RTS-12.18;1;23.10.2018;13:54:00;110650.0000000;110680.0000000;110620.0000000;110630.0000000;481
SPFB.RTS-12.18;1;23.10.2018;13:55:00;110620.0000000;110740.0000000;110620.0000000;110680.0000000;888
SPFB.RTS-12.18;1;23.10.2018;13:56:00;110670.0000000;110670.0000000;110610.0000000;110620.0000000;396
SPFB.RTS-12.18;1;23.10.2018;13:57:00;110620.0000000;110690.0000000;110590.0000000;110660.0000000;376
SPFB.RTS-12.18;1;23.10.2018;13:58:00;110660.0000000;110690.0000000;110600.0000000;110650.0000000;729
SPFB.RTS-12.18;1;23.10.2018;13:59:00;110650.0000000;110650.0000000;110580.0000000;110630.0000000;400
SPFB.RTS-12.18;1;23.10.2018;14:00:00;110630.0000000;110660.0000000;110610.0000000;110640.0000000;192
SPFB.RTS-12.18;1;23.10.2018;14:06:00;110640.0000000;110840.0000000;110630.0000000;110830.0000000;1740
SPFB.RTS-12.18;1;23.10.2018;14:07:00;110830.0000000;110880.0000000;110780.0000000;110850.0000000;1464
SPFB.RTS-12.18;1;23.10.2018;14:08:00;110840.0000000;110850.0000000;110740.0000000;110740.0000000;716
SPFB.RTS-12.18;1;23.10.2018;14:09:00;110740.0000000;110810.0000000;110740.0000000;110810.0000000;431
SPFB.RTS-12.18;1;23.10.2018;14:10:00;110800.0000000;110880.0000000;110770.0000000;110860.0000000;567
SPFB.RTS-12.18;1;23.10.2018;14:11:00;110850.0000000;110930.0000000;110850.0000000;110850.0000000;808
SPFB.RTS-12.18;1;23.10.2018;14:12:00;110860.0000000;110890.0000000;110810.0000000;110890.0000000;358
SPFB.RTS-12.18;1;23.10.2018;14:13:00;110880.0000000;110880.0000000;110850.0000000;110850.0000000;219
SPFB.RTS-12.18;1;23.10.2018;14:14:00;110850.0000000;110900.0000000;110840.0000000;110840.0000000;396
SPFB.RTS-12.18;1;23.10.2018;14:15:00;110860.0000000;110980.0000000;110860.0000000;110980.0000000;596
SPFB.RTS-12.18;1;23.10.2018;14:16:00;110980.0000000;111000.0000000;110950.0000000;110970.0000000;1090
SPFB.RTS-12.18;1;23.10.2018;14:17:00;110980.0000000;111000.0000000;110910.0000000;110940.0000000;565
SPFB.RTS-12.18;1;23.10.2018;14:18:00;110940.0000000;111000.0000000;110930.0000000;111000.0000000;590
SPFB.RTS-12.18;1;23.10.2018;14:19:00;110990.0000000;111120.0000000;110980.0000000;111050.0000000;2133
SPFB.RTS-12.18;1;23.10.2018;14:20:00;111060.0000000;111130.0000000;111030.0000000;111100.0000000;634
SPFB.RTS-12.18;1;23.10.2018;14:21:00;111100.0000000;111310.0000000;111090.0000000;111260.0000000;2112
SPFB.RTS-12.18;1;23.10.2018;14:22:00;111260.0000000;111290.0000000;111200.0000000;111220.0000000;1273
SPFB.RTS-12.18;1;23.10.2018;14:23:00;111220.0000000;111270.0000000;111220.0000000;111220.0000000;745
SPFB.RTS-12.18;1;23.10.2018;14:24:00;111220.0000000;111230.0000000;111160.0000000;111170.0000000;876
SPFB.RTS-12.18;1;23.10.2018;14:25:00;111170.0000000;111220.0000000;111140.0000000;111180.0000000;666
SPFB.RTS-12.18;1;23.10.2018;14:26:00;111200.0000000;111210.0000000;111130.0000000;111170.0000000;581
SPFB.RTS-12.18;1;23.10.2018;14:27:00;111170.0000000;111190.0000000;111100.0000000;111110.0000000;649
SPFB.RTS-12.18;1;23.10.2018;14:28:00;111130.0000000;111180.0000000;111130.0000000;111160.0000000;370
SPFB.RTS-12.18;1;23.10.2018;14:29:00;111160.0000000;111210.0000000;111150.0000000;111180.0000000;239
SPFB.RTS-12.18;1;23.10.2018;14:30:00;111200.0000000;111330.0000000;111200.0000000;111290.0000000;1530
SPFB.RTS-12.18;1;23.10.2018;14:31:00;111290.0000000;111320.0000000;111220.0000000;111230.0000000;722
SPFB.RTS-12.18;1;23.10.2018;14:32:00;111220.0000000;111270.0000000;111200.0000000;111250.0000000;576
SPFB.RTS-12.18;1;23.10.2018;14:33:00;111250.0000000;111280.0000000;111230.0000000;111260.0000000;349
SPFB.RTS-12.18;1;23.10.2018;14:34:00;111270.0000000;111310.0000000;111230.0000000;111240.0000000;709
SPFB.RTS-12.18;1;23.10.2018;14:35:00;111250.0000000;111260.0000000;111170.0000000;111200.0000000;692
SPFB.RTS-12.18;1;23.10.2018;14:36:00;111200.0000000;111220.0000000;111090.0000000;111120.0000000;1082
SPFB.RTS-12.18;1;23.10.2018;14:37:00;111110.0000000;111140.0000000;111090.0000000;111110.0000000;648
SPFB.RTS-12.18;1;23.10.2018;14:38:00;111120.0000000;111150.0000000;111100.0000000;111120.0000000;329
SPFB.RTS-12.18;1;23.10.2018;14:39:00;111120.0000000;111160.0000000;111090.0000000;111100.0000000;431
SPFB.RTS-12.18;1;23.10.2018;14:40:00;111090.0000000;111100.0000000;110990.0000000;111020.0000000;1718
SPFB.RTS-12.18;1;23.10.2018;14:41:00;111030.0000000;111100.0000000;111020.0000000;111070.0000000;811
SPFB.RTS-12.18;1;23.10.2018;14:42:00;111070.0000000;111120.0000000;111020.0000000;111020.0000000;519
SPFB.RTS-12.18;1;23.10.2018;14:43:00;111020.0000000;111030.0000000;110880.0000000;110910.0000000;1567
SPFB.RTS-12.18;1;23.10.2018;14:44:00;110910.0000000;110950.0000000;110870.0000000;110930.0000000;888
SPFB.RTS-12.18;1;23.10.2018;14:45:00;110930.0000000;110950.0000000;110870.0000000;110870.0000000;637
SPFB.RTS-12.18;1;23.10.2018;14:46:00;110870.0000000;110920.0000000;110760.0000000;110770.0000000;1124
SPFB.RTS-12.18;1;23.10.2018;14:47:00;110770.0000000;110860.0000000;110740.0000000;110810.0000000;1155
SPFB.RTS-12.18;1;23.10.2018;14:48:00;110810.0000000;110900.0000000;110790.0000000;110900.0000000;516
SPFB.RTS-12.18;1;23.10.2018;14:49:00;110890.0000000;110920.0000000;110870.0000000;110870.0000000;689
SPFB.RTS-12.18;1;23.10.2018;14:50:00;110890.0000000;110950.0000000;110860.0000000;110930.0000000;491
SPFB.RTS-12.18;1;23.10.2018;14:51:00;110920.0000000;110970.0000000;110920.0000000;110960.0000000;643
SPFB.RTS-12.18;1;23.10.2018;14:52:00;110940.0000000;110990.0000000;110930.0000000;110990.0000000;581
SPFB.RTS-12.18;1;23.10.2018;14:53:00;110990.0000000;110990.0000000;110890.0000000;110930.0000000;279
SPFB.RTS-12.18;1;23.10.2018;14:54:00;110930.0000000;111080.0000000;110920.0000000;111080.0000000;1045
SPFB.RTS-12.18;1;23.10.2018;14:55:00;111070.0000000;111170.0000000;111050.0000000;111160.0000000;1325
SPFB.RTS-12.18;1;23.10.2018;14:56:00;111150.0000000;111170.0000000;111100.0000000;111120.0000000;620
SPFB.RTS-12.18;1;23.10.2018;14:57:00;111110.0000000;111140.0000000;111080.0000000;111120.0000000;479
SPFB.RTS-12.18;1;23.10.2018;14:58:00;111110.0000000;111190.0000000;111090.0000000;111130.0000000;720
SPFB.RTS-12.18;1;23.10.2018;14:59:00;111150.0000000;111170.0000000;111120.0000000;111150.0000000;206
SPFB.RTS-12.18;1;23.10.2018;15:00:00;111140.0000000;111150.0000000;111110.0000000;111140.0000000;146
SPFB.RTS-12.18;1;23.10.2018;15:01:00;111130.0000000;111220.0000000;111120.0000000;111160.0000000;817
SPFB.RTS-12.18;1;23.10.2018;15:02:00;111170.0000000;111260.0000000;111170.0000000;111250.0000000;498
SPFB.RTS-12.18;1;23.10.2018;15:03:00;111250.0000000;111290.0000000;111230.0000000;111250.0000000;410
SPFB.RTS-12.18;1;23.10.2018;15:04:00;111250.0000000;111280.0000000;111190.0000000;111200.0000000;532
SPFB.RTS-12.18;1;23.10.2018;15:05:00;111210.0000000;111230.0000000;111130.0000000;111190.0000000;512
SPFB.RTS-12.18;1;23.10.2018;15:06:00;111190.0000000;111240.0000000;111180.0000000;111240.0000000;487
SPFB.RTS-12.18;1;23.10.2018;15:07:00;111240.0000000;111320.0000000;111240.0000000;111270.0000000;893
SPFB.RTS-12.18;1;23.10.2018;15:08:00;111270.0000000;111390.0000000;111250.0000000;111370.0000000;1537
SPFB.RTS-12.18;1;23.10.2018;15:09:00;111370.0000000;111370.0000000;111260.0000000;111270.0000000;629
SPFB.RTS-12.18;1;23.10.2018;15:10:00;111280.0000000;111300.0000000;111260.0000000;111280.0000000;294
