<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;04.12.2018;10:57:00;114920.0000000;114940.0000000;114890.0000000;114920.0000000;216
SPFB.RTS-12.18;1;04.12.2018;10:58:00;114920.0000000;114920.0000000;114870.0000000;114890.0000000;271
SPFB.RTS-12.18;1;04.12.2018;10:59:00;114880.0000000;114910.0000000;114840.0000000;114870.0000000;939
SPFB.RTS-12.18;1;04.12.2018;11:00:00;114860.0000000;114900.0000000;114830.0000000;114830.0000000;728
SPFB.RTS-12.18;1;04.12.2018;11:01:00;114850.0000000;115010.0000000;114820.0000000;114990.0000000;1682
SPFB.RTS-12.18;1;04.12.2018;11:02:00;114990.0000000;115010.0000000;114930.0000000;115000.0000000;456
SPFB.RTS-12.18;1;04.12.2018;11:03:00;115000.0000000;115050.0000000;114980.0000000;115020.0000000;748
SPFB.RTS-12.18;1;04.12.2018;11:04:00;115030.0000000;115040.0000000;114990.0000000;115040.0000000;386
SPFB.RTS-12.18;1;04.12.2018;11:05:00;115040.0000000;115080.0000000;115020.0000000;115080.0000000;621
SPFB.RTS-12.18;1;04.12.2018;11:06:00;115060.0000000;115100.0000000;115010.0000000;115100.0000000;572
SPFB.RTS-12.18;1;04.12.2018;11:07:00;115090.0000000;115100.0000000;115060.0000000;115090.0000000;212
SPFB.RTS-12.18;1;04.12.2018;11:08:00;115070.0000000;115080.0000000;114980.0000000;115030.0000000;543
SPFB.RTS-12.18;1;04.12.2018;11:09:00;115030.0000000;115040.0000000;115000.0000000;115020.0000000;260
SPFB.RTS-12.18;1;04.12.2018;11:10:00;115000.0000000;115020.0000000;114980.0000000;115000.0000000;442
SPFB.RTS-12.18;1;04.12.2018;11:11:00;114990.0000000;115010.0000000;114960.0000000;114980.0000000;411
SPFB.RTS-12.18;1;04.12.2018;11:12:00;114980.0000000;115050.0000000;114980.0000000;115030.0000000;558
SPFB.RTS-12.18;1;04.12.2018;11:13:00;115030.0000000;115080.0000000;115020.0000000;115080.0000000;270
SPFB.RTS-12.18;1;04.12.2018;11:14:00;115090.0000000;115140.0000000;115050.0000000;115110.0000000;958
SPFB.RTS-12.18;1;04.12.2018;11:15:00;115100.0000000;115100.0000000;115050.0000000;115090.0000000;306
SPFB.RTS-12.18;1;04.12.2018;11:16:00;115100.0000000;115140.0000000;115090.0000000;115130.0000000;519
SPFB.RTS-12.18;1;04.12.2018;11:17:00;115140.0000000;115160.0000000;115080.0000000;115140.0000000;621
SPFB.RTS-12.18;1;04.12.2018;11:18:00;115150.0000000;115170.0000000;115100.0000000;115120.0000000;642
SPFB.RTS-12.18;1;04.12.2018;11:19:00;115130.0000000;115140.0000000;115100.0000000;115130.0000000;290
SPFB.RTS-12.18;1;04.12.2018;11:20:00;115140.0000000;115150.0000000;115110.0000000;115150.0000000;149
SPFB.RTS-12.18;1;04.12.2018;11:21:00;115150.0000000;115160.0000000;115130.0000000;115150.0000000;155
SPFB.RTS-12.18;1;04.12.2018;11:22:00;115150.0000000;115230.0000000;115130.0000000;115230.0000000;793
SPFB.RTS-12.18;1;04.12.2018;11:23:00;115220.0000000;115220.0000000;115160.0000000;115210.0000000;497
SPFB.RTS-12.18;1;04.12.2018;11:24:00;115210.0000000;115290.0000000;115210.0000000;115280.0000000;1220
SPFB.RTS-12.18;1;04.12.2018;11:25:00;115280.0000000;115300.0000000;115230.0000000;115240.0000000;719
SPFB.RTS-12.18;1;04.12.2018;11:26:00;115250.0000000;115320.0000000;115250.0000000;115310.0000000;675
SPFB.RTS-12.18;1;04.12.2018;11:27:00;115310.0000000;115350.0000000;115280.0000000;115300.0000000;1100
SPFB.RTS-12.18;1;04.12.2018;11:28:00;115290.0000000;115320.0000000;115260.0000000;115270.0000000;693
SPFB.RTS-12.18;1;04.12.2018;11:29:00;115260.0000000;115290.0000000;115240.0000000;115280.0000000;535
SPFB.RTS-12.18;1;04.12.2018;11:30:00;115290.0000000;115290.0000000;115230.0000000;115250.0000000;879
SPFB.RTS-12.18;1;04.12.2018;11:31:00;115260.0000000;115290.0000000;115220.0000000;115240.0000000;1162
SPFB.RTS-12.18;1;04.12.2018;11:32:00;115240.0000000;115250.0000000;115220.0000000;115250.0000000;491
SPFB.RTS-12.18;1;04.12.2018;11:33:00;115240.0000000;115310.0000000;115230.0000000;115240.0000000;600
SPFB.RTS-12.18;1;04.12.2018;11:34:00;115240.0000000;115260.0000000;115220.0000000;115230.0000000;268
SPFB.RTS-12.18;1;04.12.2018;11:35:00;115240.0000000;115240.0000000;115210.0000000;115240.0000000;195
SPFB.RTS-12.18;1;04.12.2018;11:36:00;115240.0000000;115250.0000000;115200.0000000;115250.0000000;643
SPFB.RTS-12.18;1;04.12.2018;11:37:00;115250.0000000;115280.0000000;115210.0000000;115210.0000000;311
SPFB.RTS-12.18;1;04.12.2018;11:38:00;115210.0000000;115240.0000000;115200.0000000;115230.0000000;380
SPFB.RTS-12.18;1;04.12.2018;11:39:00;115230.0000000;115280.0000000;115220.0000000;115250.0000000;410
SPFB.RTS-12.18;1;04.12.2018;11:40:00;115240.0000000;115260.0000000;115170.0000000;115200.0000000;589
SPFB.RTS-12.18;1;04.12.2018;11:41:00;115200.0000000;115240.0000000;115170.0000000;115220.0000000;286
SPFB.RTS-12.18;1;04.12.2018;11:42:00;115220.0000000;115220.0000000;115160.0000000;115210.0000000;390
SPFB.RTS-12.18;1;04.12.2018;11:43:00;115200.0000000;115240.0000000;115190.0000000;115220.0000000;352
SPFB.RTS-12.18;1;04.12.2018;11:44:00;115230.0000000;115260.0000000;115210.0000000;115260.0000000;336
SPFB.RTS-12.18;1;04.12.2018;11:45:00;115260.0000000;115290.0000000;115250.0000000;115280.0000000;462
SPFB.RTS-12.18;1;04.12.2018;11:46:00;115280.0000000;115310.0000000;115240.0000000;115310.0000000;696
SPFB.RTS-12.18;1;04.12.2018;11:47:00;115310.0000000;115410.0000000;115300.0000000;115370.0000000;1494
SPFB.RTS-12.18;1;04.12.2018;11:48:00;115380.0000000;115410.0000000;115330.0000000;115390.0000000;716
SPFB.RTS-12.18;1;04.12.2018;11:49:00;115390.0000000;115440.0000000;115390.0000000;115430.0000000;902
SPFB.RTS-12.18;1;04.12.2018;11:50:00;115430.0000000;115500.0000000;115430.0000000;115480.0000000;1883
SPFB.RTS-12.18;1;04.12.2018;11:51:00;115490.0000000;115550.0000000;115470.0000000;115520.0000000;1451
SPFB.RTS-12.18;1;04.12.2018;11:52:00;115520.0000000;115530.0000000;115470.0000000;115510.0000000;668
SPFB.RTS-12.18;1;04.12.2018;11:53:00;115510.0000000;115530.0000000;115450.0000000;115490.0000000;494
SPFB.RTS-12.18;1;04.12.2018;11:54:00;115490.0000000;115500.0000000;115460.0000000;115470.0000000;386
SPFB.RTS-12.18;1;04.12.2018;11:55:00;115480.0000000;115580.0000000;115480.0000000;115560.0000000;993
SPFB.RTS-12.18;1;04.12.2018;11:56:00;115550.0000000;115620.0000000;115520.0000000;115620.0000000;1270
SPFB.RTS-12.18;1;04.12.2018;11:57:00;115610.0000000;115640.0000000;115570.0000000;115610.0000000;1198
SPFB.RTS-12.18;1;04.12.2018;11:58:00;115610.0000000;115630.0000000;115560.0000000;115590.0000000;365
SPFB.RTS-12.18;1;04.12.2018;11:59:00;115590.0000000;115750.0000000;115570.0000000;115710.0000000;2342
SPFB.RTS-12.18;1;04.12.2018;12:00:00;115720.0000000;115830.0000000;115710.0000000;115750.0000000;2977
SPFB.RTS-12.18;1;04.12.2018;12:01:00;115750.0000000;115810.0000000;115720.0000000;115750.0000000;1500
SPFB.RTS-12.18;1;04.12.2018;12:02:00;115760.0000000;115770.0000000;115700.0000000;115710.0000000;545
SPFB.RTS-12.18;1;04.12.2018;12:03:00;115710.0000000;115770.0000000;115700.0000000;115740.0000000;544
SPFB.RTS-12.18;1;04.12.2018;12:04:00;115730.0000000;115750.0000000;115680.0000000;115690.0000000;434
SPFB.RTS-12.18;1;04.12.2018;12:05:00;115690.0000000;115730.0000000;115660.0000000;115670.0000000;942
SPFB.RTS-12.18;1;04.12.2018;12:06:00;115670.0000000;115680.0000000;115630.0000000;115670.0000000;601
SPFB.RTS-12.18;1;04.12.2018;12:07:00;115660.0000000;115700.0000000;115620.0000000;115640.0000000;449
SPFB.RTS-12.18;1;04.12.2018;12:08:00;115650.0000000;115690.0000000;115630.0000000;115660.0000000;424
SPFB.RTS-12.18;1;04.12.2018;12:09:00;115660.0000000;115670.0000000;115590.0000000;115590.0000000;519
SPFB.RTS-12.18;1;04.12.2018;12:10:00;115590.0000000;115620.0000000;115570.0000000;115620.0000000;397
SPFB.RTS-12.18;1;04.12.2018;12:11:00;115610.0000000;115630.0000000;115560.0000000;115560.0000000;387
SPFB.RTS-12.18;1;04.12.2018;12:12:00;115570.0000000;115610.0000000;115550.0000000;115590.0000000;451
SPFB.RTS-12.18;1;04.12.2018;12:13:00;115600.0000000;115610.0000000;115560.0000000;115610.0000000;382
SPFB.RTS-12.18;1;04.12.2018;12:14:00;115600.0000000;115640.0000000;115590.0000000;115620.0000000;260
SPFB.RTS-12.18;1;04.12.2018;12:15:00;115620.0000000;115630.0000000;115560.0000000;115590.0000000;558
SPFB.RTS-12.18;1;04.12.2018;12:16:00;115590.0000000;115610.0000000;115510.0000000;115530.0000000;885
SPFB.RTS-12.18;1;04.12.2018;12:17:00;115540.0000000;115580.0000000;115530.0000000;115550.0000000;355
SPFB.RTS-12.18;1;04.12.2018;12:18:00;115550.0000000;115570.0000000;115520.0000000;115530.0000000;237
SPFB.RTS-12.18;1;04.12.2018;12:19:00;115530.0000000;115540.0000000;115450.0000000;115480.0000000;1044
SPFB.RTS-12.18;1;04.12.2018;12:20:00;115470.0000000;115510.0000000;115460.0000000;115480.0000000;650
SPFB.RTS-12.18;1;04.12.2018;12:21:00;115470.0000000;115520.0000000;115460.0000000;115520.0000000;455
SPFB.RTS-12.18;1;04.12.2018;12:22:00;115530.0000000;115540.0000000;115470.0000000;115500.0000000;360
SPFB.RTS-12.18;1;04.12.2018;12:23:00;115500.0000000;115510.0000000;115470.0000000;115500.0000000;282
SPFB.RTS-12.18;1;04.12.2018;12:24:00;115500.0000000;115500.0000000;115460.0000000;115470.0000000;151
SPFB.RTS-12.18;1;04.12.2018;12:25:00;115470.0000000;115500.0000000;115430.0000000;115480.0000000;535
SPFB.RTS-12.18;1;04.12.2018;12:26:00;115480.0000000;115490.0000000;115420.0000000;115470.0000000;319
SPFB.RTS-12.18;1;04.12.2018;12:27:00;115470.0000000;115490.0000000;115430.0000000;115460.0000000;218
SPFB.RTS-12.18;1;04.12.2018;12:28:00;115460.0000000;115490.0000000;115420.0000000;115430.0000000;294
SPFB.RTS-12.18;1;04.12.2018;12:29:00;115440.0000000;115460.0000000;115420.0000000;115460.0000000;340
SPFB.RTS-12.18;1;04.12.2018;12:30:00;115440.0000000;115490.0000000;115440.0000000;115470.0000000;145
SPFB.RTS-12.18;1;04.12.2018;12:31:00;115470.0000000;115580.0000000;115470.0000000;115540.0000000;735
SPFB.RTS-12.18;1;04.12.2018;12:32:00;115530.0000000;115580.0000000;115510.0000000;115530.0000000;295
SPFB.RTS-12.18;1;04.12.2018;12:33:00;115530.0000000;115530.0000000;115480.0000000;115500.0000000;244
SPFB.RTS-12.18;1;04.12.2018;12:34:00;115490.0000000;115520.0000000;115460.0000000;115470.0000000;433
SPFB.RTS-12.18;1;04.12.2018;12:35:00;115480.0000000;115500.0000000;115460.0000000;115470.0000000;101
SPFB.RTS-12.18;1;04.12.2018;12:36:00;115470.0000000;115500.0000000;115420.0000000;115450.0000000;733
SPFB.RTS-12.18;1;04.12.2018;12:37:00;115470.0000000;115560.0000000;115460.0000000;115520.0000000;725
SPFB.RTS-12.18;1;04.12.2018;12:38:00;115530.0000000;115540.0000000;115420.0000000;115480.0000000;803
SPFB.RTS-12.18;1;04.12.2018;12:39:00;115480.0000000;115480.0000000;115370.0000000;115380.0000000;1360
SPFB.RTS-12.18;1;04.12.2018;12:40:00;115380.0000000;115480.0000000;115370.0000000;115460.0000000;563
SPFB.RTS-12.18;1;04.12.2018;12:41:00;115470.0000000;115510.0000000;115420.0000000;115420.0000000;578
SPFB.RTS-12.18;1;04.12.2018;12:42:00;115440.0000000;115460.0000000;115360.0000000;115450.0000000;665
SPFB.RTS-12.18;1;04.12.2018;12:43:00;115450.0000000;115450.0000000;115360.0000000;115390.0000000;580
SPFB.RTS-12.18;1;04.12.2018;12:44:00;115390.0000000;115410.0000000;115360.0000000;115360.0000000;321
SPFB.RTS-12.18;1;04.12.2018;12:45:00;115360.0000000;115420.0000000;115360.0000000;115400.0000000;327
SPFB.RTS-12.18;1;04.12.2018;12:46:00;115400.0000000;115410.0000000;115370.0000000;115410.0000000;180
SPFB.RTS-12.18;1;04.12.2018;12:47:00;115420.0000000;115450.0000000;115410.0000000;115440.0000000;305
SPFB.RTS-12.18;1;04.12.2018;12:48:00;115450.0000000;115450.0000000;115420.0000000;115440.0000000;159
SPFB.RTS-12.18;1;04.12.2018;12:49:00;115440.0000000;115480.0000000;115430.0000000;115460.0000000;398
SPFB.RTS-12.18;1;04.12.2018;12:50:00;115460.0000000;115530.0000000;115450.0000000;115520.0000000;1060
SPFB.RTS-12.18;1;04.12.2018;12:51:00;115520.0000000;115530.0000000;115450.0000000;115490.0000000;973
SPFB.RTS-12.18;1;04.12.2018;12:52:00;115500.0000000;115560.0000000;115480.0000000;115540.0000000;875
SPFB.RTS-12.18;1;04.12.2018;12:53:00;115540.0000000;115620.0000000;115520.0000000;115600.0000000;1068
SPFB.RTS-12.18;1;04.12.2018;12:54:00;115580.0000000;115690.0000000;115580.0000000;115620.0000000;1603
SPFB.RTS-12.18;1;04.12.2018;12:55:00;115630.0000000;115680.0000000;115580.0000000;115610.0000000;1448
SPFB.RTS-12.18;1;04.12.2018;12:56:00;115610.0000000;115640.0000000;115560.0000000;115580.0000000;845
SPFB.RTS-12.18;1;04.12.2018;12:57:00;115590.0000000;115630.0000000;115590.0000000;115610.0000000;460
SPFB.RTS-12.18;1;04.12.2018;12:58:00;115610.0000000;115630.0000000;115570.0000000;115580.0000000;501
SPFB.RTS-12.18;1;04.12.2018;12:59:00;115580.0000000;115580.0000000;115550.0000000;115570.0000000;451
SPFB.RTS-12.18;1;04.12.2018;13:00:00;115570.0000000;115590.0000000;115550.0000000;115580.0000000;425
SPFB.RTS-12.18;1;04.12.2018;13:01:00;115590.0000000;115620.0000000;115540.0000000;115600.0000000;896
SPFB.RTS-12.18;1;04.12.2018;13:02:00;115600.0000000;115610.0000000;115540.0000000;115550.0000000;327
SPFB.RTS-12.18;1;04.12.2018;13:03:00;115560.0000000;115570.0000000;115450.0000000;115460.0000000;1507
SPFB.RTS-12.18;1;04.12.2018;13:04:00;115460.0000000;115490.0000000;115410.0000000;115440.0000000;937
SPFB.RTS-12.18;1;04.12.2018;13:05:00;115440.0000000;115520.0000000;115440.0000000;115520.0000000;420
SPFB.RTS-12.18;1;04.12.2018;13:06:00;115520.0000000;115520.0000000;115420.0000000;115460.0000000;511
SPFB.RTS-12.18;1;04.12.2018;13:07:00;115460.0000000;115500.0000000;115450.0000000;115470.0000000;112
SPFB.RTS-12.18;1;04.12.2018;13:08:00;115490.0000000;115490.0000000;115470.0000000;115470.0000000;106
SPFB.RTS-12.18;1;04.12.2018;13:09:00;115480.0000000;115530.0000000;115480.0000000;115500.0000000;461
SPFB.RTS-12.18;1;04.12.2018;13:10:00;115500.0000000;115500.0000000;115450.0000000;115480.0000000;327
SPFB.RTS-12.18;1;04.12.2018;13:11:00;115480.0000000;115510.0000000;115470.0000000;115510.0000000;167
SPFB.RTS-12.18;1;04.12.2018;13:12:00;115510.0000000;115530.0000000;115460.0000000;115470.0000000;274
SPFB.RTS-12.18;1;04.12.2018;13:13:00;115470.0000000;115490.0000000;115430.0000000;115470.0000000;348
SPFB.RTS-12.18;1;04.12.2018;13:14:00;115460.0000000;115490.0000000;115400.0000000;115490.0000000;655
SPFB.RTS-12.18;1;04.12.2018;13:15:00;115480.0000000;115540.0000000;115470.0000000;115520.0000000;382
SPFB.RTS-12.18;1;04.12.2018;13:16:00;115530.0000000;115530.0000000;115490.0000000;115500.0000000;178
SPFB.RTS-12.18;1;04.12.2018;13:17:00;115500.0000000;115520.0000000;115500.0000000;115510.0000000;109
SPFB.RTS-12.18;1;04.12.2018;13:18:00;115520.0000000;115550.0000000;115520.0000000;115530.0000000;260
SPFB.RTS-12.18;1;04.12.2018;13:19:00;115530.0000000;115530.0000000;115500.0000000;115520.0000000;279
SPFB.RTS-12.18;1;04.12.2018;13:20:00;115510.0000000;115520.0000000;115440.0000000;115450.0000000;504
SPFB.RTS-12.18;1;04.12.2018;13:21:00;115450.0000000;115490.0000000;115440.0000000;115490.0000000;421
SPFB.RTS-12.18;1;04.12.2018;13:22:00;115490.0000000;115490.0000000;115460.0000000;115480.0000000;115
SPFB.RTS-12.18;1;04.12.2018;13:23:00;115480.0000000;115540.0000000;115480.0000000;115530.0000000;257
SPFB.RTS-12.18;1;04.12.2018;13:24:00;115530.0000000;115560.0000000;115520.0000000;115560.0000000;617
SPFB.RTS-12.18;1;04.12.2018;13:25:00;115560.0000000;115560.0000000;115500.0000000;115540.0000000;374
SPFB.RTS-12.18;1;04.12.2018;13:26:00;115540.0000000;115540.0000000;115520.0000000;115530.0000000;318
SPFB.RTS-12.18;1;04.12.2018;13:27:00;115540.0000000;115550.0000000;115510.0000000;115540.0000000;261
SPFB.RTS-12.18;1;04.12.2018;13:28:00;115540.0000000;115540.0000000;115490.0000000;115540.0000000;270
SPFB.RTS-12.18;1;04.12.2018;13:29:00;115540.0000000;115560.0000000;115530.0000000;115540.0000000;162
SPFB.RTS-12.18;1;04.12.2018;13:30:00;115530.0000000;115600.0000000;115530.0000000;115600.0000000;573
SPFB.RTS-12.18;1;04.12.2018;13:31:00;115590.0000000;115620.0000000;115570.0000000;115610.0000000;1144
SPFB.RTS-12.18;1;04.12.2018;13:32:00;115610.0000000;115630.0000000;115540.0000000;115550.0000000;582
SPFB.RTS-12.18;1;04.12.2018;13:33:00;115550.0000000;115570.0000000;115520.0000000;115560.0000000;304
SPFB.RTS-12.18;1;04.12.2018;13:34:00;115560.0000000;115570.0000000;115530.0000000;115550.0000000;153
SPFB.RTS-12.18;1;04.12.2018;13:35:00;115550.0000000;115560.0000000;115520.0000000;115520.0000000;204
SPFB.RTS-12.18;1;04.12.2018;13:36:00;115520.0000000;115590.0000000;115520.0000000;115570.0000000;330
SPFB.RTS-12.18;1;04.12.2018;13:37:00;115570.0000000;115600.0000000;115540.0000000;115550.0000000;303
SPFB.RTS-12.18;1;04.12.2018;13:38:00;115550.0000000;115570.0000000;115530.0000000;115570.0000000;440
SPFB.RTS-12.18;1;04.12.2018;13:39:00;115570.0000000;115570.0000000;115540.0000000;115540.0000000;110
SPFB.RTS-12.18;1;04.12.2018;13:40:00;115540.0000000;115560.0000000;115410.0000000;115460.0000000;2277
SPFB.RTS-12.18;1;04.12.2018;13:41:00;115450.0000000;115530.0000000;115450.0000000;115520.0000000;881
SPFB.RTS-12.18;1;04.12.2018;13:42:00;115520.0000000;115590.0000000;115510.0000000;115570.0000000;685
SPFB.RTS-12.18;1;04.12.2018;13:43:00;115580.0000000;115580.0000000;115510.0000000;115520.0000000;336
SPFB.RTS-12.18;1;04.12.2018;13:44:00;115520.0000000;115550.0000000;115500.0000000;115510.0000000;142
SPFB.RTS-12.18;1;04.12.2018;13:45:00;115510.0000000;115540.0000000;115490.0000000;115500.0000000;449
SPFB.RTS-12.18;1;04.12.2018;13:46:00;115490.0000000;115510.0000000;115470.0000000;115500.0000000;497
SPFB.RTS-12.18;1;04.12.2018;13:47:00;115500.0000000;115500.0000000;115460.0000000;115460.0000000;212
SPFB.RTS-12.18;1;04.12.2018;13:48:00;115470.0000000;115480.0000000;115440.0000000;115470.0000000;540
SPFB.RTS-12.18;1;04.12.2018;13:49:00;115460.0000000;115480.0000000;115420.0000000;115460.0000000;351
SPFB.RTS-12.18;1;04.12.2018;13:50:00;115470.0000000;115470.0000000;115410.0000000;115460.0000000;472
SPFB.RTS-12.18;1;04.12.2018;13:51:00;115470.0000000;115490.0000000;115440.0000000;115450.0000000;334
SPFB.RTS-12.18;1;04.12.2018;13:52:00;115450.0000000;115490.0000000;115450.0000000;115480.0000000;225
SPFB.RTS-12.18;1;04.12.2018;13:53:00;115480.0000000;115490.0000000;115470.0000000;115490.0000000;124
SPFB.RTS-12.18;1;04.12.2018;13:54:00;115480.0000000;115480.0000000;115410.0000000;115420.0000000;565
SPFB.RTS-12.18;1;04.12.2018;13:55:00;115420.0000000;115460.0000000;115410.0000000;115440.0000000;282
SPFB.RTS-12.18;1;04.12.2018;13:56:00;115450.0000000;115460.0000000;115390.0000000;115460.0000000;653
SPFB.RTS-12.18;1;04.12.2018;13:57:00;115440.0000000;115470.0000000;115430.0000000;115460.0000000;155
SPFB.RTS-12.18;1;04.12.2018;13:58:00;115460.0000000;115480.0000000;115450.0000000;115470.0000000;133
SPFB.RTS-12.18;1;04.12.2018;13:59:00;115470.0000000;115490.0000000;115460.0000000;115470.0000000;285
SPFB.RTS-12.18;1;04.12.2018;14:00:00;115490.0000000;115530.0000000;115490.0000000;115510.0000000;459
SPFB.RTS-12.18;1;04.12.2018;14:06:00;115530.0000000;115570.0000000;115520.0000000;115570.0000000;570
SPFB.RTS-12.18;1;04.12.2018;14:07:00;115560.0000000;115600.0000000;115550.0000000;115570.0000000;502
SPFB.RTS-12.18;1;04.12.2018;14:08:00;115580.0000000;115600.0000000;115540.0000000;115560.0000000;433
SPFB.RTS-12.18;1;04.12.2018;14:09:00;115560.0000000;115600.0000000;115560.0000000;115600.0000000;287
SPFB.RTS-12.18;1;04.12.2018;14:10:00;115600.0000000;115600.0000000;115530.0000000;115600.0000000;351
SPFB.RTS-12.18;1;04.12.2018;14:11:00;115600.0000000;115600.0000000;115570.0000000;115600.0000000;231
SPFB.RTS-12.18;1;04.12.2018;14:12:00;115600.0000000;115620.0000000;115580.0000000;115610.0000000;415
SPFB.RTS-12.18;1;04.12.2018;14:13:00;115620.0000000;115620.0000000;115570.0000000;115580.0000000;627
SPFB.RTS-12.18;1;04.12.2018;14:14:00;115580.0000000;115600.0000000;115550.0000000;115570.0000000;254
SPFB.RTS-12.18;1;04.12.2018;14:15:00;115590.0000000;115620.0000000;115580.0000000;115620.0000000;319
SPFB.RTS-12.18;1;04.12.2018;14:16:00;115620.0000000;115630.0000000;115570.0000000;115570.0000000;463
SPFB.RTS-12.18;1;04.12.2018;14:17:00;115570.0000000;115680.0000000;115570.0000000;115670.0000000;1029
SPFB.RTS-12.18;1;04.12.2018;14:18:00;115670.0000000;115680.0000000;115610.0000000;115610.0000000;422
SPFB.RTS-12.18;1;04.12.2018;14:19:00;115620.0000000;115690.0000000;115600.0000000;115660.0000000;690
SPFB.RTS-12.18;1;04.12.2018;14:20:00;115670.0000000;115690.0000000;115650.0000000;115670.0000000;251
SPFB.RTS-12.18;1;04.12.2018;14:21:00;115670.0000000;115680.0000000;115620.0000000;115680.0000000;833
SPFB.RTS-12.18;1;04.12.2018;14:22:00;115670.0000000;115690.0000000;115660.0000000;115660.0000000;243
SPFB.RTS-12.18;1;04.12.2018;14:23:00;115670.0000000;115680.0000000;115650.0000000;115660.0000000;240
SPFB.RTS-12.18;1;04.12.2018;14:24:00;115670.0000000;115690.0000000;115630.0000000;115640.0000000;408
SPFB.RTS-12.18;1;04.12.2018;14:25:00;115650.0000000;115660.0000000;115630.0000000;115640.0000000;287
SPFB.RTS-12.18;1;04.12.2018;14:26:00;115640.0000000;115650.0000000;115620.0000000;115640.0000000;377
SPFB.RTS-12.18;1;04.12.2018;14:27:00;115640.0000000;115640.0000000;115600.0000000;115620.0000000;504
SPFB.RTS-12.18;1;04.12.2018;14:28:00;115610.0000000;115630.0000000;115600.0000000;115610.0000000;249
SPFB.RTS-12.18;1;04.12.2018;14:29:00;115610.0000000;115630.0000000;115600.0000000;115620.0000000;414
SPFB.RTS-12.18;1;04.12.2018;14:30:00;115610.0000000;115660.0000000;115580.0000000;115580.0000000;495
SPFB.RTS-12.18;1;04.12.2018;14:31:00;115580.0000000;115660.0000000;115580.0000000;115620.0000000;646
SPFB.RTS-12.18;1;04.12.2018;14:32:00;115620.0000000;115640.0000000;115580.0000000;115610.0000000;393
SPFB.RTS-12.18;1;04.12.2018;14:33:00;115620.0000000;115620.0000000;115580.0000000;115580.0000000;325
SPFB.RTS-12.18;1;04.12.2018;14:34:00;115580.0000000;115590.0000000;115560.0000000;115590.0000000;280
SPFB.RTS-12.18;1;04.12.2018;14:35:00;115590.0000000;115630.0000000;115570.0000000;115620.0000000;236
SPFB.RTS-12.18;1;04.12.2018;14:36:00;115620.0000000;115630.0000000;115590.0000000;115630.0000000;115
SPFB.RTS-12.18;1;04.12.2018;14:37:00;115620.0000000;115620.0000000;115570.0000000;115590.0000000;120
SPFB.RTS-12.18;1;04.12.2018;14:38:00;115600.0000000;115600.0000000;115570.0000000;115590.0000000;90
SPFB.RTS-12.18;1;04.12.2018;14:39:00;115600.0000000;115630.0000000;115590.0000000;115590.0000000;161
SPFB.RTS-12.18;1;04.12.2018;14:40:00;115600.0000000;115650.0000000;115600.0000000;115650.0000000;137
SPFB.RTS-12.18;1;04.12.2018;14:41:00;115640.0000000;115650.0000000;115610.0000000;115610.0000000;156
SPFB.RTS-12.18;1;04.12.2018;14:42:00;115600.0000000;115610.0000000;115550.0000000;115600.0000000;382
SPFB.RTS-12.18;1;04.12.2018;14:43:00;115610.0000000;115630.0000000;115600.0000000;115620.0000000;149
SPFB.RTS-12.18;1;04.12.2018;14:44:00;115610.0000000;115610.0000000;115580.0000000;115580.0000000;93
SPFB.RTS-12.18;1;04.12.2018;14:45:00;115590.0000000;115600.0000000;115530.0000000;115570.0000000;600
SPFB.RTS-12.18;1;04.12.2018;14:46:00;115570.0000000;115580.0000000;115530.0000000;115530.0000000;341
SPFB.RTS-12.18;1;04.12.2018;14:47:00;115530.0000000;115550.0000000;115510.0000000;115520.0000000;565
SPFB.RTS-12.18;1;04.12.2018;14:48:00;115520.0000000;115560.0000000;115500.0000000;115530.0000000;339
SPFB.RTS-12.18;1;04.12.2018;14:49:00;115530.0000000;115550.0000000;115470.0000000;115480.0000000;541
SPFB.RTS-12.18;1;04.12.2018;14:50:00;115490.0000000;115500.0000000;115460.0000000;115490.0000000;378
SPFB.RTS-12.18;1;04.12.2018;14:51:00;115490.0000000;115550.0000000;115470.0000000;115480.0000000;640
SPFB.RTS-12.18;1;04.12.2018;14:52:00;115490.0000000;115510.0000000;115470.0000000;115500.0000000;135
SPFB.RTS-12.18;1;04.12.2018;14:53:00;115490.0000000;115500.0000000;115460.0000000;115480.0000000;160
SPFB.RTS-12.18;1;04.12.2018;14:54:00;115480.0000000;115480.0000000;115430.0000000;115480.0000000;327
SPFB.RTS-12.18;1;04.12.2018;14:55:00;115460.0000000;115460.0000000;115400.0000000;115450.0000000;566
SPFB.RTS-12.18;1;04.12.2018;14:56:00;115450.0000000;115460.0000000;115410.0000000;115410.0000000;135
SPFB.RTS-12.18;1;04.12.2018;14:57:00;115410.0000000;115430.0000000;115370.0000000;115410.0000000;583
SPFB.RTS-12.18;1;04.12.2018;14:58:00;115400.0000000;115430.0000000;115390.0000000;115400.0000000;280
SPFB.RTS-12.18;1;04.12.2018;14:59:00;115400.0000000;115440.0000000;115380.0000000;115420.0000000;176
SPFB.RTS-12.18;1;04.12.2018;15:00:00;115430.0000000;115440.0000000;115410.0000000;115440.0000000;352
SPFB.RTS-12.18;1;04.12.2018;15:01:00;115440.0000000;115440.0000000;115410.0000000;115410.0000000;408
