25.09 Open,25.09 Close,25.09 Low,25.09 High,25.10 Open,25.10 Close,25.10 Low,25.10 High,23.11 Open,23.11 Close,23.11 Low,23.11 High,04.12 Open,04.12 Close,04.12 Low,04.12 High
115350.0000066,115740.0000066,115320.0000066,115540.0000066,110680.0000000,110730.0000000,110630.0000000,110690.0000000,112600.0000000,112650.0000000,112570.0000000,112610.0000000,115090.0000000,115100.0000000,115060.0000000,115090.0000000
115350.0000067,115740.0000067,115320.0000067,115540.0000067,110700.0000000,110850.0000000,110700.0000000,110840.0000000,112600.0000000,112650.0000000,112580.0000000,112610.0000000,115070.0000000,115080.0000000,114980.0000000,115030.0000000
115350.0000068,115740.0000068,115320.0000068,115540.0000068,110850.0000000,110890.0000000,110780.0000000,110810.0000000,112590.0000000,112640.0000000,112550.0000000,112630.0000000,115030.0000000,115040.0000000,115000.0000000,115020.0000000
115350.0000069,115740.0000069,115320.0000069,115540.0000069,110800.0000000,110840.0000000,110750.0000000,110800.0000000,112640.0000000,112640.0000000,112550.0000000,112590.0000000,115000.0000000,115020.0000000,114980.0000000,115000.0000000
115350.000007,115740.000007,115320.000007,115540.000007,110790.0000000,110800.0000000,110760.0000000,110790.0000000,112600.0000000,112630.0000000,112540.0000000,112550.0000000,114990.0000000,115010.0000000,114960.0000000,114980.0000000
115350.0000071,115740.0000071,115320.0000071,115540.0000071,110790.0000000,110870.0000000,110720.0000000,110830.0000000,112560.0000000,112560.0000000,112480.0000000,112520.0000000,114980.0000000,115050.0000000,114980.0000000,115030.0000000
115350.0000072,115740.0000072,115320.0000072,115540.0000072,110850.0000000,110850.0000000,110780.0000000,110800.0000000,112520.0000000,112600.0000000,112520.0000000,112560.0000000,115030.0000000,115080.0000000,115020.0000000,115080.0000000
115350.0000073,115740.0000073,115320.0000073,115540.0000073,110790.0000000,110800.0000000,110660.0000000,110680.0000000,112570.0000000,112640.0000000,112570.0000000,112630.0000000,115090.0000000,115140.0000000,115050.0000000,115110.0000000
115350.0000074,115740.0000074,115320.0000074,115540.0000074,110680.0000000,110710.0000000,110650.0000000,110680.0000000,112620.0000000,112690.0000000,112600.0000000,112690.0000000,115100.0000000,115100.0000000,115050.0000000,115090.0000000
115350.0000075,115740.0000075,115320.0000075,115540.0000075,110680.0000000,110720.0000000,110590.0000000,110640.0000000,112700.0000000,112700.0000000,112590.0000000,112660.0000000,115100.0000000,115140.0000000,115090.0000000,115130.0000000
115350.0000076,115740.0000076,115320.0000076,115540.0000076,110640.0000000,110680.0000000,110610.0000000,110650.0000000,112670.0000000,112700.0000000,112630.0000000,112700.0000000,115140.0000000,115160.0000000,115080.0000000,115140.0000000
115350.0000077,115740.0000077,115320.0000077,115540.0000077,110640.0000000,110660.0000000,110580.0000000,110620.0000000,112690.0000000,112770.0000000,112690.0000000,112720.0000000,115150.0000000,115170.0000000,115100.0000000,115120.0000000
115350.0000078,115740.0000078,115320.0000078,115540.0000078,110620.0000000,110620.0000000,110560.0000000,110570.0000000,112720.0000000,112760.0000000,112670.0000000,112750.0000000,115130.0000000,115140.0000000,115100.0000000,115130.0000000
115350.0000079,115740.0000079,115320.0000079,115540.0000079,110570.0000000,110610.0000000,110410.0000000,110430.0000000,112760.0000000,112790.0000000,112720.0000000,112770.0000000,115140.0000000,115150.0000000,115110.0000000,115150.0000000
115350.000008,115740.000008,115320.000008,115540.000008,110430.0000000,110560.0000000,110380.0000000,110560.0000000,112780.0000000,112880.0000000,112730.0000000,112810.0000000,115150.0000000,115160.0000000,115130.0000000,115150.0000000
115350.0000081,115740.0000081,115320.0000081,115540.0000081,110540.0000000,110670.0000000,110540.0000000,110600.0000000,112810.0000000,112890.0000000,112810.0000000,112850.0000000,115150.0000000,115230.0000000,115130.0000000,115230.0000000
115350.0000082,115740.0000082,115320.0000082,115540.0000082,110600.0000000,110670.0000000,110580.0000000,110670.0000000,112850.0000000,112850.0000000,112790.0000000,112790.0000000,115220.0000000,115220.0000000,115160.0000000,115210.0000000
115350.0000083,115740.0000083,115320.0000083,115540.0000083,110660.0000000,110670.0000000,110590.0000000,110640.0000000,112790.0000000,112800.0000000,112720.0000000,112720.0000000,115210.0000000,115290.0000000,115210.0000000,115280.0000000
115350.0000084,115740.0000084,115320.0000084,115540.0000084,110660.0000000,110710.0000000,110600.0000000,110680.0000000,112720.0000000,112750.0000000,112670.0000000,112730.0000000,115280.0000000,115300.0000000,115230.0000000,115240.0000000
115350.0000085,115740.0000085,115320.0000085,115540.0000085,110680.0000000,110690.0000000,110590.0000000,110600.0000000,112730.0000000,112740.0000000,112620.0000000,112620.0000000,115250.0000000,115320.0000000,115250.0000000,115310.0000000
115350.0000086,115740.0000086,115320.0000086,115540.0000086,110590.0000000,110630.0000000,110560.0000000,110600.0000000,112630.0000000,112740.0000000,112620.0000000,112690.0000000,115310.0000000,115350.0000000,115280.0000000,115300.0000000
115350.0000087,115740.0000087,115320.0000087,115540.0000087,110600.0000000,110610.0000000,110390.0000000,110410.0000000,112680.0000000,112730.0000000,112650.0000000,112710.0000000,115290.0000000,115320.0000000,115260.0000000,115270.0000000
115350.0000088,115740.0000088,115320.0000088,115540.0000088,110400.0000000,110490.0000000,110390.0000000,110450.0000000,112710.0000000,112850.0000000,112710.0000000,112810.0000000,115260.0000000,115290.0000000,115240.0000000,115280.0000000
115350.0000089,115740.0000089,115320.0000089,115540.0000089,110460.0000000,110480.0000000,110380.0000000,110400.0000000,112810.0000000,112900.0000000,112810.0000000,112880.0000000,115290.0000000,115290.0000000,115230.0000000,115250.0000000
115350.000009,115740.000009,115320.000009,115540.000009,110400.0000000,110480.0000000,110280.0000000,110470.0000000,112890.0000000,112890.0000000,112690.0000000,112710.0000000,115260.0000000,115290.0000000,115220.0000000,115240.0000000
115350.0000091,115740.0000091,115320.0000091,115540.0000091,110470.0000000,110470.0000000,110410.0000000,110440.0000000,112710.0000000,112760.0000000,112640.0000000,112670.0000000,115240.0000000,115250.0000000,115220.0000000,115250.0000000
115350.0000092,115740.0000092,115320.0000092,115540.0000092,110440.0000000,110550.0000000,110420.0000000,110540.0000000,112660.0000000,112690.0000000,112630.0000000,112670.0000000,115240.0000000,115310.0000000,115230.0000000,115240.0000000
115350.0000093,115740.0000093,115320.0000093,115540.0000093,110550.0000000,110700.0000000,110530.0000000,110650.0000000,112660.0000000,112690.0000000,112620.0000000,112640.0000000,115240.0000000,115260.0000000,115220.0000000,115230.0000000
115350.0000094,115740.0000094,115320.0000094,115540.0000094,110660.0000000,110700.0000000,110630.0000000,110680.0000000,112630.0000000,112650.0000000,112570.0000000,112650.0000000,115240.0000000,115240.0000000,115210.0000000,115240.0000000
115350.0000095,115740.0000095,115320.0000095,115540.0000095,110680.0000000,110690.0000000,110570.0000000,110690.0000000,112650.0000000,112650.0000000,112530.0000000,112570.0000000,115240.0000000,115250.0000000,115200.0000000,115250.0000000
115350.0000096,115740.0000096,115320.0000096,115540.0000096,110680.0000000,110680.0000000,110620.0000000,110650.0000000,112560.0000000,112650.0000000,112550.0000000,112640.0000000,115250.0000000,115280.0000000,115210.0000000,115210.0000000
115350.0000097,115740.0000097,115320.0000097,115540.0000097,110640.0000000,110690.0000000,110570.0000000,110600.0000000,112640.0000000,112640.0000000,112540.0000000,112560.0000000,115210.0000000,115240.0000000,115200.0000000,115230.0000000
115350.0000098,115740.0000098,115320.0000098,115540.0000098,110620.0000000,110650.0000000,110600.0000000,110630.0000000,112560.0000000,112650.0000000,112500.0000000,112610.0000000,115230.0000000,115280.0000000,115220.0000000,115250.0000000
115350.0000099,115740.0000099,115320.0000099,115540.0000099,110640.0000000,110650.0000000,110560.0000000,110570.0000000,112590.0000000,112600.0000000,112540.0000000,112560.0000000,115240.0000000,115260.0000000,115170.0000000,115200.0000000
115350.00001,115740.00001,115320.00001,115540.00001,110570.0000000,110650.0000000,110560.0000000,110640.0000000,112550.0000000,112660.0000000,112550.0000000,112650.0000000,115200.0000000,115240.0000000,115170.0000000,115220.0000000
115350.0000101,115740.0000101,115320.0000101,115540.0000101,110660.0000000,110690.0000000,110600.0000000,110620.0000000,112660.0000000,112760.0000000,112620.0000000,112690.0000000,115220.0000000,115220.0000000,115160.0000000,115210.0000000
115350.0000102,115740.0000102,115320.0000102,115540.0000102,110630.0000000,110790.0000000,110580.0000000,110730.0000000,112700.0000000,112720.0000000,112640.0000000,112700.0000000,115200.0000000,115240.0000000,115190.0000000,115220.0000000
115350.0000103,115740.0000103,115320.0000103,115540.0000103,110720.0000000,110780.0000000,110700.0000000,110770.0000000,112700.0000000,112780.0000000,112700.0000000,112760.0000000,115230.0000000,115260.0000000,115210.0000000,115260.0000000
115350.0000104,115740.0000104,115320.0000104,115540.0000104,110770.0000000,110860.0000000,110720.0000000,110840.0000000,112750.0000000,112780.0000000,112710.0000000,112730.0000000,115260.0000000,115290.0000000,115250.0000000,115280.0000000
115350.0000105,115740.0000105,115320.0000105,115540.0000105,110850.0000000,110890.0000000,110800.0000000,110820.0000000,112720.0000000,112760.0000000,112690.0000000,112690.0000000,115280.0000000,115310.0000000,115240.0000000,115310.0000000
115350.0000106,115740.0000106,115320.0000106,115540.0000106,110820.0000000,110840.0000000,110730.0000000,110730.0000000,112700.0000000,112730.0000000,112670.0000000,112720.0000000,115310.0000000,115410.0000000,115300.0000000,115370.0000000
115350.0000107,115740.0000107,115320.0000107,115540.0000107,110730.0000000,110760.0000000,110710.0000000,110710.0000000,112720.0000000,112730.0000000,112690.0000000,112690.0000000,115380.0000000,115410.0000000,115330.0000000,115390.0000000
115350.0000108,115740.0000108,115320.0000108,115540.0000108,110710.0000000,110790.0000000,110710.0000000,110770.0000000,112700.0000000,112710.0000000,112680.0000000,112680.0000000,115390.0000000,115440.0000000,115390.0000000,115430.0000000
115350.0000109,115740.0000109,115320.0000109,115540.0000109,110770.0000000,110800.0000000,110720.0000000,110720.0000000,112680.0000000,112710.0000000,112650.0000000,112650.0000000,115430.0000000,115500.0000000,115430.0000000,115480.0000000
115350.000011,115740.000011,115320.000011,115540.000011,110730.0000000,110770.0000000,110710.0000000,110720.0000000,112650.0000000,112710.0000000,112650.0000000,112690.0000000,115490.0000000,115550.0000000,115470.0000000,115520.0000000
115350.0000111,115740.0000111,115320.0000111,115540.0000111,110720.0000000,110760.0000000,110700.0000000,110700.0000000,112680.0000000,112760.0000000,112680.0000000,112730.0000000,115520.0000000,115530.0000000,115470.0000000,115510.0000000
115350.0000112,115740.0000112,115320.0000112,115540.0000112,110700.0000000,110740.0000000,110700.0000000,110730.0000000,112740.0000000,112750.0000000,112690.0000000,112690.0000000,115510.0000000,115530.0000000,115450.0000000,115490.0000000
115350.0000113,115740.0000113,115320.0000113,115540.0000113,110730.0000000,110800.0000000,110710.0000000,110780.0000000,112680.0000000,112700.0000000,112610.0000000,112650.0000000,115490.0000000,115500.0000000,115460.0000000,115470.0000000
115350.0000114,115740.0000114,115320.0000114,115540.0000114,110770.0000000,110790.0000000,110740.0000000,110740.0000000,112660.0000000,112660.0000000,112620.0000000,112630.0000000,115480.0000000,115580.0000000,115480.0000000,115560.0000000
115350.0000115,115740.0000115,115320.0000115,115540.0000115,110740.0000000,110750.0000000,110670.0000000,110730.0000000,112610.0000000,112640.0000000,112590.0000000,112630.0000000,115550.0000000,115620.0000000,115520.0000000,115620.0000000
115350.0000116,115740.0000116,115320.0000116,115540.0000116,110720.0000000,110740.0000000,110690.0000000,110710.0000000,112640.0000000,112650.0000000,112590.0000000,112620.0000000,115610.0000000,115640.0000000,115570.0000000,115610.0000000
115350.0000117,115740.0000117,115320.0000117,115540.0000117,110710.0000000,110720.0000000,110650.0000000,110660.0000000,112630.0000000,112650.0000000,112610.0000000,112650.0000000,115610.0000000,115630.0000000,115560.0000000,115590.0000000
115350.0000118,115740.0000118,115320.0000118,115540.0000118,110660.0000000,110710.0000000,110650.0000000,110670.0000000,112650.0000000,112690.0000000,112640.0000000,112690.0000000,115590.0000000,115750.0000000,115570.0000000,115710.0000000
115350.0000119,115740.0000119,115320.0000119,115540.0000119,110670.0000000,110680.0000000,110600.0000000,110610.0000000,112670.0000000,112710.0000000,112630.0000000,112640.0000000,115720.0000000,115830.0000000,115710.0000000,115750.0000000
115350.000012,115740.000012,115320.000012,115540.000012,110600.0000000,110660.0000000,110590.0000000,110600.0000000,112640.0000000,112640.0000000,112570.0000000,112610.0000000,115750.0000000,115810.0000000,115720.0000000,115750.0000000
